20031119	20031120	 Abbeville, LA	 formation	10 minutes
20001231	20011220	 Grant Park, IL	 triangle	
20100517	20100519	 Grant, AL	 teardrop	10-15 mins
19911224	20010421	 Grant, MI	 circle	3 Minutes
20100814	20100815	 Grant, MI	 light	30min
20001211	20001212	 Grantham (UK/England),		1 minute
20050117	20050117	 Granton, WI	 unknown	5-10 min
20090706	20090707	 Granton, WI	 light	Night
19910505	20030806	 Grants (southeast of), NM	 light	2 minutes
19980913	19981012	 Grants Pass (Murphy area), OR	 fireball	App. 3 seconds
19990804	19990826	 Grants Pass (Murphy area), OR	 egg	Six seconds
20000428	20000429	 Grants Pass (Murphy area), OR	 circle	2 minutes
20010711	20010712	 Grants Pass (Murphy Area), OR	 egg	Seconds
20010814	20010820	 Grants Pass (Murphy Area), OR	 light	Several minutes
19980115	19980118	 Grants Pass, OR	 triangle	1 minute,+-
19780601	19990225	 Grants Pass, OR	 disk	2 hrs.
19920201	19990225	 Grants Pass, OR	 light	10 min
19910901	19990225	 Grants Pass, OR	 light	8 hrs
19990623	19990826	 Grants Pass, OR	 circle	20 min
20010711	20010712	 Grants Pass, OR	 teardrop	30sec.
20011215	20011215	 Grants Pass, OR	 triangle	5 minutes
20020918	20020918	 Grants Pass, OR	 other	20 minutes
20020609	20030212	 Grants Pass, OR	 oval	2 minutes
20030901	20040606	 Grants Pass, OR	 other	3 min
20040820	20040823	 Grants Pass, OR	 circle	30 seconds
20050308	20050308	 Grants Pass, OR	 light	3 mins
20060827	20060902	 Grants Pass, OR		10 minutes
20071226	20071226	 Grants Pass, OR	 light	07:00
20080217	20080218	 Grants Pass, OR	 light	5 seconds
20080412	20080520	 Grants Pass, OR	 light	still ongoing
20080713	20080713	 Grants Pass, OR	 cigar	3 minutes
20080713	20080714	 Grants Pass, OR	 unknown	1 minute
20081216	20081217	 Grants Pass, OR	 other	APROX 5MIN
20081216	20081217	 Grants Pass, OR	 triangle	20 min
20090207	20090208	 Grants Pass, OR	 circle	
20090624	20090624	 Grants Pass, OR	 unknown	Continuous
20100101	20100102	 Grants Pass, OR	 triangle	A few mintues
20100710	20100710	 Grants Pass, OR	 light	2 mins
20100704	20100715	 Grants Pass, OR	 fireball	30 minutes
20041015	20041101	 Grants Pass-Murphy area, OR	 unknown	2.5 hours
20021001	20030416	 Grants, NM	 fireball	3 to 10 seconds
20081214	20081214	 Grants, NM	 unknown	30min still going
20050906	20050909	 Grants/Albuquerque, NM	 diamond	5 - 10 minutes
20030625	20031103	 Grantsburg, IL	 other	10 to 30 min.
20000816	20000816	 Grantsville, UT	 fireball	10 Seconds
19990510	19990511	 Grantsville, W.V., WV	 teardrop	01:30
19970518	19970520	 Grantville (Rte. 443 and Appleby Road), PA	 triangle	10sec
20050925	20050926	 Grantville, GA	 light	3 minutes
20010829	20010831	 Grantville, PA	 disk	approx. 1 min
20050315	20050317	 Grantville, PA	 light	5 minutes
20090304	20090304	 Granview, MO	 triangle	
19850415	20030421	 Granville Summit (West Franklin), PA	 disk	5-7 minutes
20040626	20040626	 Granville Summit, PA	 light	5 seconds
20031031	20070106	 Granville, IA	 cigar	3-4 mins
20031001	20061114	 Granville, MA	 circle	3-5 seconds
20020316	20020326	 Granville, NY		5 minutes
19980520	19980520	 Granville, OH	 light	3-minutes
20020705	20020809	 Granville, OH	 circle	2 min.
19990820	20050222	 Granville, OH	 disk	15-20 min
20071001	20071119	 Granville, OH	 sphere	2 Minutes
19950425	19950425	 Grape Creek, IL		3 sec.
20100718	20100719	 Grapeville, PA	 flash	30 seconds
19760512	19991006	 Grapevine, CA	 egg	40 seconds
20001119	20001123	 Grapevine, TX	 triangle	5 minutes
20010820	20010822	 Grapevine, TX	 light	3 minutes
20020925	20020925	 Grapevine, TX	 circle	lost time
20040229	20040229	 Grapevine, TX	 changing	2MIN
20041023	20041028	 Grapevine, TX	 light	10 mins
20041203	20041207	 Grapevine, TX	 fireball	seconds
20050630	20050630	 Grapevine, TX	 light	5-10sec
20071118	20071119	 Grapevine, TX	 triangle	6 seconds
20091105	20091106	 Grapevine, TX	 light	5 minutes
20031129	20031208	 Grasonville, MD	 other	3 seconds
19951018	19951019	 Grass Lake, MI		1 min.
20080509	20080509	 Grass Lake, MI	 other	5-10minutes
19861110	20090428	 Grass Valley (outside of), CA	 disk	2-3 minutes
19980731	19980731	 Grass Valley, CA	 light	1 hr
20011011	20011012	 Grass Valley, CA	 triangle	1 minute
20020225	20020226	 Grass Valley, CA	 sphere	3 mins
20021014	20021014	 Grass Valley, CA	 fireball	10 sec
19810515	20021112	 Grass Valley, CA	 cigar	3-5 sec
19820722	20040127	 Grass Valley, CA	 other	45 seconds
20030825	20040908	 Grass Valley, CA	 triangle	10SEC
20060828	20060908	 Grass Valley, CA	 diamond	three times,2 minutes eac
20070125	20070127	 Grass Valley, CA	 flash	1 sec
19820630	20070715	 Grass Valley, CA	 cigar	10-15 min.?
20090114	20090406	 Grass Valley, CA	 triangle	1:00 min.
20091202	20091203	 Grass Valley, CA	 disk	30 seconds
20100116	20100120	 Grass Valley, CA	 unknown	1 second
20050910	20050911	 Grass Valley, OR	 light	5 -10 minutes
19890615	20030207	 Grassmere (Canada), BC	 egg	5 minutes
19980205	19980205	 Gratis, OH	 triangle	15minutes
20040509	20040510	 Graton, CA	 triangle	3-4 seconds
20080322	20080323	 Graton, CA	 unknown	3-4 hrs
20040506	20040506	 Gravenhurst (Canada), ON	 triangle	10 seconds
20050401	20050403	 Gravenhurst (Canada), ON	 light	5 seconds
20080802	20080803	 Gravenhurst (Canada), ON	 cone	5 minutes
19840915	20020725	 Gravesend (UK/England),	 triangle	3 MINS
19721216	20050824	 Gravesend (UK/England),	 triangle	15-20 seconds
20090830	20090829	 Gravette, AR	 unknown	30 minutes
20090615	20090829	 Gravette, AR	 other	5 minutes
20100531	20100531	 Gravette, AR	 light	current
20060825	20060818	 Gray Summit, MO	 triangle	5 mins
19800601	20030612	 Gray, GA	 other	10 seconds
20030927	20030927	 Gray, GA	 sphere	40 minutes
20080703	20080705	 Gray, ME	 triangle	
19991112	19991113	 Gray, TN	 triangle	1 MIN
20060312	20060312	 Gray, TN	 light	1 minute
20080625	20080626	 Gray, TN	 triangle	10 min
20091125	20091126	 Gray, TN	 light	1-2 minutes
20011014	20011021	 Gray, TX	 circle	All Night
20020920	20020921	 Gray/Johnson City, TN	 formation	10 min
19980209	19980212	 Grayland, WA	 light	20-30 min.
19980809	19980822	 Grayling, MI	 sphere	30min.
19990806	19990905	 Grayling, MI	 disk	45 min
19980612	20050307	 Grayling, MI	 sphere	5 minutes
19850615	20091014	" Grayridge (outside of; 1/2 mile S.), MO"	 changing	1 minute
20050515	20050519	 Grays (Essex) (UK/England),	 changing	30secs
20091004	20091004	 Grays (UK/England),	 fireball	4 minutes
19490515	20031018	 Grays, SC	 light	2-5 min.
20090317	20090403	 Grays, SC	 fireball	1 min
20031111	20031111	 Grayslake, IL	 diamond	1 minute
20070117	20070211	 Grayslake, IL	 disk	1 minute
20090213	20090215	 Grayson (near), KY	 disk	2 to 3 seconds
20050616	20050705	 Grayson, KY	 triangle	90 seconds
20050803	20050804	 Grayson, KY	 light	5 minutes
20060520	20060520	 Grayson, KY	 circle	3 minutes
20080611	20080715	 Grayton Beach, FL	 unknown	10 mins
20070420	20071115	 Great Barrier Reef (at sea) (Australia),		
20020812	20020812	 Great Barrington, MA	 light	45 secs
20090919	20090919	 Great Barrington, MA	 light	30 seconds
20030831	20030905	 Great Basin NP, NV	 unknown	15 seconds
20030310	20030310	 Great Bend, KS	 light	25 minutes
20051230	20060101	 Great Bend, KS	 fireball	10-15 minutes
19650915	20060116	 Great Bend, KS	 changing	3 min
19600601	20061104	 Great Bend, KS	 other	2 minutes
20080616	20080616	 Great Bend, KS	 triangle	6 seconds
20080823	20080823	 Great Bend, PA	 oval	3sec
20010714	20010718	 Great Cacapon, WV	 light	10 mins.
19981101	20020722	 Great Cacapon, WV	 triangle	5 minutes
20050125	20050125	 Great Falls (14 miles north of), MT	 fireball	two seconds
20010906	20010906	 Great Falls (Fairfax County), VA	 light	HOUR
19990819	19990819	 Great Falls, MT	 oval	5 min
19990826	19990829	 Great Falls, MT	 light	30 seconds
20011227	20011227	 Great Falls, MT	 light	
20011229	20020120	 Great Falls, MT	 triangle	4min
19640615	20030526	 Great Falls, MT	 sphere	30 min.
19600612	20040415	 Great Falls, MT	 formation	20 MINUTES
20040812	20040815	 Great Falls, MT	 light	15-20 seconds
20041015	20041015	 Great Falls, MT	 unknown	seconds
20050306	20050331	 Great Falls, MT	 cigar	10 min
19570615	20050409	 Great Falls, MT		
20050901	20050902	 Great Falls, MT	 light	3 minutes each
19901220	20050926	 Great Falls, MT	 light	1:hr
20051005	20051027	 Great Falls, MT	 other	3 hours
20030314	20061125	 Great Falls, MT	 unknown	Seconds
20061117	20061124	 Great Falls, MT	 circle	3 Minutes
20011229	20070802	 Great Falls, MT	 triangle	
20070722	20070722	 Great Falls, MT	 teardrop	10 m
19820601	20080710	 Great Falls, MT	 circle	3 days
20081126	20081126	 Great Falls, MT	 light	45 minutes
19950416	20090212	 Great Falls, MT	 oval	10 minutes
20091018	20091018	 Great Falls, MT	 diamond	Different Times
20100314	20100316	 Great Falls, MT	 light	3-4 seconds
20100704	20100708	 Great Falls, MT	 unknown	2 minutes
20050913	20050928	 Great Falls, SC	 oval	13 mins
19630315	20010430	 Great Lakes, IL	 disk	15 Minutes
19630715	20020809	 Great Lakes, IL	 circle	20  minutes
19630715	20030512	 Great Lakes, IL	 disk	8 min
20070404	20070404	 Great Lakes, IL	 unknown	15+ minutes
20070815	20070815	 Great Lakes, IL	 unknown	1
19770101	20061225	 Great Neck, NY	 cylinder	30 minutes
19970515	19980405	 Great River, NY	 oval	45 minutes
19990615	20050224	 Great River, NY	 disk	3 minutes
20000910	20021005	 Great Sand Dunes National Monument, CO	 circle	2 minutes
20060819	20060827	 Great Scott, MN	 flash	fifetenn minutes
20040319	20040323	 Great Smokies National Park, NC	 light	10 minutes
20000320	20030101	 Great Yarmouth (UK/England),	 other	1 hour
20040310	20041010	 Great Yarmouth (UK/England),	 disk	30 seconds
20060217	20060217	 Great Yarmouth (UK/England),	 light	2 mins
20091208	20091208	 Great Yarmouth (UK/England),	 light	3 mins
20020710	20040825	 Greater Manchester Area,	 triangle	45 minutes
20030708	20030718	 Greece,	 triangle	10 min
20070820	20070820	 Greece, NY	 cylinder	still going
20070820	20070821	 Greece, NY	 cylinder	1 hour
19981116	19981117	 Greeley, CO	 triangle	5 seconds
20001026	20001027	 Greeley, CO	 triangle	10 seconds
20010623	20010627	 Greeley, CO	 diamond	1.5 sec.
20030806	20030806	 Greeley, CO	 cylinder	10 seconds
20031018	20031018	 Greeley, CO	 diamond	all night
20030616	20040615	 Greeley, CO	 light	Approx 5 min.
20040521	20040605	 Greeley, CO	 formation	5 minutes
20080417	20080417	 Greeley, CO	 triangle	5-10 seconds
20081113	20081114	 Greeley, CO	 fireball	5 seconds
20081229	20081229	 Greeley, CO	 triangle	Less than 3 minutes.
20090926	20091005	 Greeley, CO	 other	5 minutes
19990710	19990711	 Green Acres/Coos Bay (HWY 42), OR	 fireball	1 or 2 minutes
19920810	20050223	 Green Bay (near), WI	 light	20 min.
19971102	19971103	 Green Bay, WI	 light	appx. 10 mins.
19950920	19990221	 Green Bay, WI	 diamond	25 minutes
20000622	20000623	 Green Bay, WI	 light	10 minutes
19890701	20010207	 Green Bay, WI	 circle	"5 to 10 minute&apos;s"
19931215	20010225	 Green Bay, WI	 disk	1-2 minutes
20010829	20010829	 Green Bay, WI	 light	5 seconds
20010928	20010928	 Green Bay, WI	 fireball	4 seconds
20020413	20020414	 Green Bay, WI	 other	5 sec
20021208	20021211	 Green Bay, WI	 triangle	1 MINUTE
20030813	20030814	 Green Bay, WI	 circle	3 minutes
20030813	20030818	 Green Bay, WI	 other	3 minutes
19920510	20040124	 Green Bay, WI	 disk	3 SECONDS
20060606	20060615	 Green Bay, WI	 light	
19750715	20061027	 Green Bay, WI	 triangle	15 sec
20070828	20070828	 Green Bay, WI	 circle	5 min
20080405	20080520	 Green Bay, WI	 triangle	6 seconds
20080615	20081028	 Green Bay, WI	 circle	10 minutes
20041031	20090405	 Green Bay, WI	 light	5-10 seconds
19971001	20090405	 Green Bay, WI	 light	15-20 minutes
20090827	20090827	 Green Bay, WI	 teardrop	10 minutes
20090928	20091004	 Green Bay, WI	 triangle	3-5 Min.
20091220	20091220	 Green Bay, WI	 circle	30 seconds
20100308	20100310	 Green Bay, WI	 circle	15 seconds
20100528	20100602	 Green Bay, WI	 unknown	30-45 seconds
19730714	19990511	 Green Bay/Minomonee, WI	 other	20min
20050331	20050401	 Green Brook, NJ	 unknown	5 minutes
19951115	19951116	 Green Co., TN		2 hrs.
20080710	20080711	 Green Island, NY	 light	1 second
19570612	20040410	 Green Lake, MI	 oval	2 minutes
20010817	20010822	 Green Lake, WI	 light	about a min.
20041226	20041227	 Green Lake, WI	 light	at least 1 1/2 hrs
20081006	20081007	 Green Lake, WI	 light	5 MINUTES
20100524	20100524	 Green Lake, WI		Still going on, 30 min an
20061215	20061219	 Green Oaks, IL	 circle	3 seconds
19990905	19990906	 Green Ridge St Forest, MD	 light	2 min
20000614	20000615	 Green Ridge, MO	 light	20 minutes
20010101	20010210	 Green Ridge, MO	 light	5 minutes?
19731030	20080710	 Green River (20 miles west of on I-70), UT	 disk	15 seconds
20010402	20010416	 Green River (40 miles west of), UT	 triangle	30 seconds
19850915	20000724	 Green River (No. of), WY	 light	15/20 mins.
20060425	20060624	 Green River, UT	 teardrop	2-3 seconds
20070809	20070821	 Green River, UT	 diamond	5 min.
19881022	20071203	 Green River, UT	 cone	11 minutes
19731030	20080706	 Green River, UT	 disk	15 seconds
19990701	20000208	 Green River, WY	 other	1 hr plus
19510703	20021015	 Green River, WY	 sphere	5 to 7 min
19780401	20060804	 Green Springs, OH	 cylinder	72 hours intermitten
19790608	20040302	 Green Township/Erie, PA	 other	missing time
20020625	20020704	 Green Valley, AZ	 rectangle	5 minutes
20050224	20050225	 Green Valley, AZ	 triangle	4 minutes
20020409	20050228	 Green Valley, AZ	 circle	45 secs.
20050222	20050225	 Green Valley, AZ	 triangle	3minutes
20060812	20060812	 Green Valley, AZ	 formation	15 minutes
20060708	20060708	 Green Valley, AZ	 formation	10 minutes
20071231	20080103	 Green Valley, AZ	 other	15 min. ??
20080226	20080227	 Green Valley, AZ	 triangle	2 hours
20080226	20080226	 Green Valley, AZ	 triangle	15 minutes
20091116	20091116	 Green Valley, AZ	 light	1 minute
19991129	20000216	 Green Valley, CA	 light	4 minutes
20030308	20030404	 Greenbelt area, MD	 chevron	See account.
20041006	20041007	 Greenbelt, MD	 changing	~ four minutes
19860601	20050224	 Greenbelt, MD	 unknown	"&gt; 10 mins"
0	20050516	 Greenbriar, TN	 cross	2 minutes
20000927	20000928	 Greenbrier, AR	 circle	1 hr
20080326	20080326	 Greenbrier, AR	 triangle	10 sec
19910915	20080310	 Greenbrier, AR	 light	21 years
20090917	20090918	 Greenbrook, NJ	 light	20 minutes
19760615	20030713	 Greenbush, MN	 circle	15 min
19900915	20010222	 Greencastle (west of), IN	 other	5-10 minutes
20071128	20071128	 Greencastle, PA	 unknown	15 minutes
20090715	20090716	 Greencastle, PA	 circle	50 Seconds
20070615	20071222	 Greencastle., IN	 other	5 minutes.
19990815	20000312	 Greencreek, ID	 cigar	3 minutes
20050413	20050413	 Greendale (sw suburb of Milwaukee), WI	 light	more than one hour, still
19960328	20040219	 Greendale, IN	 rectangle	app. 10 sec.
19960328	20040226	 Greendale, KY	 rectangle	10 seconds
19990311	19990312	 Greendale, WI	 diamond	5 min
20010828	20010829	 Greendale, WI	 disk	apx. 4 minutes
20041023	20041023	 Greendale, WI	 circle	5 sec.
20060625	20060718	 Greendale, WI	 oval	Back yard sun set photo o
20011001	20011001	 Greene, ME	 oval	10 seconds
20010829	20010829	 Greene, ME	 unknown	:02
19800601	19970327	 Greeneville, TN	 triangle	30 seconds
20070623	20070624	 Greeneville, TN	 unknown	
20080209	20080213	 Greeneville, TN	 oval	18 mins
20070917	20080710	 Greeneville, TN	 light	03:36
20090722	20090721	 Greeneville, TN	 light	5
20090727	20090727	 Greeneville, TN	 light	15 seconds
20090529	20090722	 Greeneville, TN	 light	2 minutes
20090729	20090729	 Greeneville, TN	 light	5 seconds
20090519	20090721	 Greeneville, TN	 light	1 hour
20020915	20021016	 Greenfeild, MA	 triangle	1 minute and 30 seconds
19540715	20020807	 Greenfield (Rural area, 6 miles so.), IN	 cigar	5 min
19970601	19970601	 Greenfield (suburb of Milwaukee), WI		2min
20001115	20001119	 Greenfield Center, NY	 other	2 seconds
20030105	20030527	 Greenfield Park (Canada), PQ	 triangle	10s
20010204	20010211	 Greenfield Township, PA	 fireball	1 min
19990309	19990310	 Greenfield, CA	 light	2-3minutis
20000614	20000615	 Greenfield, IL	 other	15 min.
20000614	20000614	 Greenfield, IL	 chevron	2 minutes
20020321	20020322	 Greenfield, IL	 unknown	5 min
20070510	20070601	 Greenfield, IL	 triangle	15 minutes
20090501	20090505	 Greenfield, IL	 triangle	30 minutes
20020725	20030625	 Greenfield, IN	 circle	1 minute
19800512	20050225	 Greenfield, IN	 light	60 seconds
19780901	20060321	 Greenfield, IN	 light	15 - 20 minutes
19971117	19971117	 Greenfield, MA		short
20050112	20050415	 Greenfield, MA	 triangle	2 - 3minites
20090919	20090919	 Greenfield, MA	 light	30 secs?
20010702	20010702	 Greenfield, MN	 oval	long time
20081020	20081020	 Greenfield, OH	 unknown	15 minutes
20010331	20010430	 Greenfield, WI	 flash	1 minute
20001226	20010206	 Greenfiled, MA	 fireball	2-3 seconds
19660620	20080717	 Greenhills, OH	 disk	10 minutes
20040519	20040927	 Greenland (above, inflight),	 disk	very short
20080423	20090130	 Greenland,	 sphere	7 SECONDS
20091010	20091010	 Greenland,	 rectangle	
19980312	19980314	 Greenland, NH	 sphere	3 to 5 sec
20030712	20030713	 Greenlaw (UK/England),		4/5 minute
20090721	20090722	 Greenleaf, ID	 light	30 seconds
20001026	20001031	 Greenlee County (FireRoad 475, off highway 191), AZ	 circle	10 minutes
20091224	20091228	 Greenock (UK/Scotland),	 light	1 min
19780704	19991210	 Greenriver Lake State Park, KY	 circle	3-5MIN
19680615	20071113	 Greensboro (while driving on the turnpike in WV), NC	 triangle	2 minutes
20051031	20051101	 Greensboro, MD	 fireball	2 X 1 Minute
19970622	19970624	 Greensboro, NC	 light	45 seconds
19820610	19990330	 Greensboro, NC	 sphere	10 minutes +/-
0	19990507	 Greensboro, NC	 fireball	.05 seconds
19991216	20000110	 Greensboro, NC	 cylinder	10min.
19980315	20000414	 Greensboro, NC	 light	10 min
20001122	20001215	 Greensboro, NC	 triangle	30 seconds
19720615	20010204	 Greensboro, NC	 disk	+/- 3 minutes
19730708	20010913	 Greensboro, NC	 cigar	
20011215	20011217	 Greensboro, NC	 triangle	5 Minutes
19961213	20030807	 Greensboro, NC	 light	1-minute
20031020	20031020	 Greensboro, NC	 fireball	15 seconds
20020301	20031124	 Greensboro, NC	 light	15 seconds
20040124	20040124	 Greensboro, NC	 disk	3 minutes
20040314	20040322	 Greensboro, NC	 cigar	5-10 minutes
20040404	20040404	 Greensboro, NC	 light	30 seconds
20050408	20050408	 Greensboro, NC	 disk	3 minutes
20050502	20050502	 Greensboro, NC	 sphere	20 seconds
19680815	20050807	 Greensboro, NC	 disk	2 minutes
20051031	20051101	 Greensboro, NC	 flash	15 sec
20060822	20060823	 Greensboro, NC	 diamond	30 sec
20061209	20061220	 Greensboro, NC	 light	About Three Minutes
19941126	20080201	 Greensboro, NC	 cigar	20 mIN.
20080624	20080625	 Greensboro, NC	 chevron	5 seconds
19941212	20080828	 Greensboro, NC	 oval	5 Minutes
20081102	20081102	 Greensboro, NC	 light	30
20090125	20090125	 Greensboro, NC	 unknown	7 to 9 seconds
20090404	20090404	 Greensboro, NC	 fireball	Unknown
20090527	20090902	 Greensboro, NC	 oval	20 seconds
20100115	20100115	 Greensboro, NC	 light	45
20090701	20100308	 Greensboro, NC	 sphere	a few seconds
20100127	20100126	 Greensboro, NC	 sphere	20 min
20001015	20100531	 Greensboro, NC	 oval	seconds..
20100705	20100705	 Greensboro, NC	 disk	15 seconds
20070401	20070402	 Greensboro, PA	 oval	1/4 hour
19991128	19991204	 Greensburg, IN	 fireball	5 seconds
20060906	20060906	 Greensburg, IN	 oval	The object floated throug
20100804	20100805	 Greensburg, IN	 triangle	30 seconds
